date,green_ratio
2021-06-29,0.658188309243389
2021-06-30,0.7217705858613548
2021-07-01,0.7725649631704861
2021-07-02,0.7759440749842544
2021-07-03,0.7700217577185431
2021-07-04,0.7707025450049446
2021-07-05,0.7882084266668946
2021-07-06,0.8014357037297088
2021-07-07,0.8094413721405019
2021-07-08,0.8056972758444906
2021-07-09,0.7676608160416881
2021-07-10,0.7480364217301906
2021-07-11,0.788627954568286
2021-07-12,0.7491592632134674
2021-07-13,0.7725987336381279
2021-07-14,0.731764849699124
2021-07-15,0.7421889082413534
2021-07-16,0.7240323244491895
2021-07-17,0.7445824788147065
2021-07-18,0.734991893205388
2021-07-19,0.7043439692626221
2021-07-20,0.700617606788556
2021-07-21,0.7366351383135694
2021-07-22,0.7163558394124832
2021-07-23,0.7203858365341045
2021-07-24,0.7203967573623081
2021-07-25,0.7571895786310319
2021-07-26,0.6986214330192766
2021-07-27,0.6724003018556992
2021-07-28,0.6853034106648199
2021-07-29,0.6793323114733307
2021-07-30,0.6535322945699816
2021-07-31,0.7162185720606341
2021-08-01,0.6871863239793156
2021-08-02,0.6464457075033504
2021-08-03,0.6316397069991889
2021-08-04,0.6668346119719529
2021-08-05,0.6716104329176605
2021-08-06,0.6730746066397834
2021-08-07,0.6692883417253386
2021-08-08,0.6618693046378052
2021-08-09,0.7804675577260952
2021-08-10,0.7010950096524091
2021-08-11,0.7208523032627827
2021-08-12,0.717275273115171
2021-08-13,0.7524963539033073
2021-08-14,0.6501579813019391
2021-08-15,0.6895712216625262
2021-08-16,0.6384492790364068
2021-08-17,0.6701329346758709
2021-08-18,0.6974584928375398
2021-08-19,0.6769244374299236
2021-08-20,0.7015479780179615
2021-08-21,0.6529837921168967
2021-08-22,0.6204271930282578
2021-08-23,0.6004736805463953
2021-08-24,0.6587070074331479
2021-08-25,0.6456694708147379
2021-08-26,0.6074566627758174
2021-08-27,0.6262745379416195
2021-08-28,0.634887579019277
2021-08-29,0.6111558106477818
2021-08-30,0.6313955833708906
2021-08-31,0.6221302768640351
2021-09-01,0.5742619752964282
2021-09-02,0.5395478327695151
2021-09-03,0.5631953010782164
2021-09-04,0.5872329039277043
2021-09-05,0.6299485462006472
2021-09-06,0.5987245875333436
2021-09-07,0.7058589224702686
2021-09-08,0.5999978575806445
2021-09-09,0.514103673526149
2021-09-10,0.5014879377949625
2021-09-11,0.44338670211827996
2021-09-12,0.4280766193951771
2021-09-13,0.36452522250436026
2021-09-14,0.38207771528525875
2021-09-15,0.2967596884110709
2021-09-16,0.24424803986162408
2021-09-17,0.20824775010900787
2021-09-18,0.13192476691546112
2021-09-19,0.0980169379039704
2021-09-20,0.07973727493074788
2021-09-21,0.06217737468900684
2021-09-22,0.06857721045578122
2021-09-23,0.05863693235739198
2021-09-24,0.0772694583108905
2021-09-25,0.06965352319944594
2021-09-26,0.060570790611854886
2021-09-27,0.04167270818905814
2021-09-28,0.04419935701369646
2021-09-29,0.03943831675772026
2021-09-30,0.04881976906355796
2021-10-01,0.0481015016840117
2021-10-02,0.0438530615590053
2021-10-03,0.05430217761314375
2021-10-04,0.05679643466018387
2021-10-05,0.06251410189513434
2021-10-06,0.056970241143909625
2021-10-07,0.045561732836866424
2021-10-08,0.02928817089953955
2021-10-09,0.06771241612002406
2021-10-10,0.0716558370123499
2021-10-11,0.059397370164377475
2021-10-12,0.0588732706016915
2021-10-13,0.04483085139978965
2021-10-14,0.0239886762032548
2021-10-15,1.6694339444187954e-05
2021-10-16,3.468281372901063e-05
2021-10-17,0.0034977542502393666
2021-10-18,0.01819994426703937
2021-10-19,0.009736018534549001
2021-10-20,3.189416187886871e-06
2021-10-21,7.187040456889744e-05
2021-10-22,8.766719888170719e-06
2021-10-23,8.466146634862008e-06
2021-10-24,1.963745254950241e-05
2021-10-25,8.967102057043193e-06
2021-10-26,1.7032484354160254e-06
2021-10-27,3.0558280753052223e-06
2021-10-28,1.9537261465066174e-06
2021-10-29,6.662707115009746e-06
2021-10-30,9.918917359187442e-06
2021-10-31,5.109745306248077e-06
2021-11-01,7.313949163845286e-06
2021-11-02,3.005732533087104e-05
2021-11-03,1.5579713629834822e-05
2022-02-05,2.655063737560275e-06
2022-02-06,2.50477711090592e-07
2022-02-07,8.466146634862008e-06
2022-02-08,6.762898199445983e-06
2022-02-11,3.987605160562224e-05
2022-02-14,5.560605186211142e-06
2022-02-16,0.0
2022-02-18,6.712802657227865e-06
2022-02-19,5.460414101774905e-06
2022-02-24,2.655063737560275e-06
2022-02-25,6.211847235046681e-06
2022-02-26,1.8986210500666872e-05
2022-02-27,1.1772452421257825e-05
2022-02-28,0.0
2022-03-01,1.9537261465066174e-06
2022-03-02,3.005732533087104e-06
2022-03-03,2.139079652713656e-05
2022-03-04,3.75716566635888e-06
2022-03-05,9.66843964809685e-06
2022-03-06,7.364044706063404e-06
2022-03-07,4.658885426285011e-06
2022-03-08,3.0558280753052223e-06
2022-03-10,1.342560531445573e-05
2022-03-11,1.758353531855956e-05
2022-03-12,1.4878376038781164e-05
2022-03-13,6.963280368318457e-06
2022-03-14,4.233073317431005e-05
2022-03-15,4.508598799630656e-06
2022-03-16,1.8585446162921925e-05
2022-03-17,1.9286783753975583e-05
2022-03-18,2.5999586411203446e-05
2022-03-19,2.9205701113163022e-05
2022-03-20,1.0269586154714272e-05
2022-03-21,4.804162498717554e-05
2022-03-22,1.4126942905509388e-05
2022-03-23,1.2523885554529598e-05
2022-03-24,1.87858283317944e-05
2022-03-25,2.2693280624807637e-05
2022-03-26,1.2073025674566534e-05
2022-03-27,3.5567834974864063e-06
2022-03-28,5.811082897301734e-06
2022-03-29,6.963280368318457e-06
2022-03-30,1.1572070252385347e-05
2022-03-31,1.1321592541294757e-05
2022-04-01,6.161751692828562e-06
2022-04-02,2.254299399815328e-06
2022-04-03,5.961369523956089e-06
2022-04-04,2.50477711090592e-06
2022-04-05,1.567990471427106e-05
2022-04-06,3.656974581922643e-06
2022-04-07,1.8284872909613214e-06
2022-04-08,6.161751692828562e-06
2022-04-09,4.57539285592148e-06
2022-04-10,7.479264453162997e-05
2022-04-11,3.6235775537772308e-06
2022-04-12,2.28769642796074e-06
2022-04-13,1.1371688083512877e-05
2022-04-14,3.0391295612325163e-06
2022-04-15,3.194425742108683e-05
2022-04-16,8.33255852228036e-06
2022-04-17,7.0801699668274e-06
2022-04-18,1.567990471427106e-05
2022-04-19,0.0001709927841044884
2022-04-20,0.00011324932244107318
2022-04-21,1.1004320773913342e-05
2022-04-22,1.3943259250709622e-05
2022-04-23,0.0001295971677182588
2022-04-24,2.2936601829867065e-05
2022-04-25,1.976770095926952e-05
2022-04-26,2.783880846119949e-05
2022-04-27,7.4427662724061605e-06
2022-04-28,3.6720032445872555e-05
2022-04-29,2.316561002286418e-05
2022-04-30,1.5035819171466678e-05
2022-05-01,1.7075423390347214e-05
2022-05-02,1.1493348686042593e-05
2022-05-03,1.3318257723988335e-05
2022-05-04,6.5338900064488705e-06
2022-05-05,6.075963076778878e-05
2022-05-06,4.6689045347286344e-05
2022-05-07,4.3560857044331415e-05
2022-05-08,2.0199635856616852e-05
2022-05-09,4.2147049519510286e-05
2022-05-10,4.9332976742131486e-05
2022-05-11,0.00011454624036739061
2022-05-12,4.03992717132337e-05
2022-05-13,0.00015309754318990036
2022-05-14,5.941887924203964e-05
2022-05-15,8.621999432871127e-05
2022-05-16,5.870084313691663e-05
2022-05-17,6.141156858803733e-05
2022-05-18,0.0002325769040046093
2022-05-19,0.000800649220415345
2022-05-20,0.001266777108412233
2022-05-21,0.004605138475656277
2022-05-22,0.008206757483427888
2022-05-23,0.015191478743815712
2022-05-24,0.014365058150014768
2022-05-25,0.013615094485981388
2022-05-26,0.012335748962643743
2022-05-27,0.018886642827422646
2022-05-28,0.01472699844254069
2022-05-29,0.028388208658219567
2022-05-30,0.042992450757640466
2022-05-31,0.08519779478977857
2022-06-01,0.15931655965368258
2022-06-02,0.21892406531069386
2022-06-03,0.3013254100442586
2022-06-04,0.35044602621675613
2022-06-05,0.3438582119373625
2022-06-06,0.35773207216358593
2022-06-07,0.36012005430089594
2022-06-08,0.3552058541606107
2022-06-09,0.403985915270938
2022-06-10,0.41515256230015213
2022-06-11,0.4774747008605924
2022-06-12,0.49109475480525344
2022-06-13,0.6060951335275527
2022-06-14,0.6404350488362516
2022-06-15,0.6216652677764811
2022-06-16,0.620539654339868
2022-06-17,0.6558145584146975
2022-06-18,0.6896347436052261
2022-06-19,0.7411280238114577
2022-06-20,0.7440106159356012
2022-06-21,0.7831552392278108
2022-06-22,0.7403162311159844
2022-06-23,0.7251843716335795
2022-06-24,0.7397221091176203
2022-06-25,0.750233094557941
2022-06-26,0.7502117594231273
2022-06-27,0.7465239760827406
2022-06-28,0.70289272923542
2022-06-29,0.7048941686028036
2022-06-30,0.6859655846742018
2022-07-01,0.6427144794997464
2022-07-02,0.6407001210486417
2022-07-03,0.619374732601128
2022-07-04,0.5890558027826225
2022-07-05,0.6244734346234027
2022-07-06,0.58776676098878
2022-07-07,0.5676686520977252
2022-07-08,0.5771429548212128
2022-07-09,0.5722365862840275
2022-07-10,0.5594854729161679
2022-07-11,0.5456477649729119
2022-07-12,0.5371196668508401
2022-07-13,0.567427224981262
2022-07-14,0.5973096222448787
2022-07-15,0.6031817159464308
2022-07-16,0.554837936913281
2022-07-17,0.5839045004410188
2022-07-18,0.5250348742900237
2022-07-19,0.5469586150261334
2022-07-20,0.5091602426369795
2022-07-21,0.5477183695855847
2022-07-22,0.5369288696290453
2022-07-23,0.55330732328252
2022-07-24,0.509640920496905
2022-07-25,0.5393343685076177
2022-07-26,0.5611463627875529
2022-07-27,0.5512759045162043
2022-07-28,0.5306707341129893
2022-07-29,0.4947686338495891
2022-07-30,0.5130534900606881
2022-07-31,0.4576657545715633
2022-08-01,0.47874036473473314
2022-08-02,0.5319332586664842
2022-08-03,0.47388595640717085
2022-08-04,0.46721452710164374
2022-08-05,0.496560534696217
2022-08-06,0.5069254269242299
2022-08-07,0.5773263625529467
2022-08-08,0.5386144669399192
2022-08-09,0.5074539017957906
2022-08-10,0.5333682184376328
2022-08-11,0.5254764171943015
2022-08-12,0.47664925832261573
2022-08-13,0.49321035793751555
2022-08-14,0.4757898478263458
2022-08-15,0.4927378496268083
2022-08-16,0.4985063942522608
2022-08-17,0.5703265696908573
2022-08-18,0.48889761123843967
2022-08-19,0.4578074732701637
2022-08-20,0.5186946616014635
2022-08-21,0.5242857678163794
2022-08-22,0.408309714000828
2022-08-23,0.4789472124092211
2022-08-24,0.49910756222839625
2022-08-25,0.5291460158528631
2022-08-26,0.4874696592770303
2022-08-27,0.474063691415124
2022-08-28,0.4782964283767716
2022-08-29,0.45609165801015694
2022-08-30,0.45138813029924957
2022-08-31,0.4099959585779141
2022-09-01,0.4342199943732687
2022-09-02,0.438320844085268
2022-09-03,0.40192339830524776
2022-09-04,0.45316707309895715
2022-09-05,0.43659885991706243
2022-09-06,0.434096050845315
2022-09-07,0.41029071478457046
2022-09-08,0.36777021969633816
2022-09-09,0.3654108448967204
2022-09-10,0.2958128993616625
2022-09-11,0.2772976203548741
2022-09-12,0.23071869669834308
2022-09-13,0.15481544401482505
2022-09-14,0.19011461659677337
2022-09-15,0.15915391835308296
2022-09-16,0.1420413713033497
2022-09-17,0.09006301818828866
2022-09-18,0.08281611689814812
2022-09-19,0.057019718006181365
2022-09-20,0.0352055941090848
2022-09-21,0.049079714832127794
2022-09-22,0.03655510790179024
2022-09-23,0.041200247111290625
2022-09-24,0.04567692503141988
2022-09-25,0.03066503435351898
2022-09-26,0.027063054657843377
2022-09-27,0.025387759534985076
2022-09-28,0.0277984171411716
2022-09-29,0.02236848116728218
2022-09-30,0.01838823003231758
2022-10-01,0.0156030781907253
2022-10-02,0.0140724790320098
2022-10-03,0.032478142313019334
2022-10-04,0.02496066609348455
2022-10-05,0.0437158248210988
2022-10-06,0.0231602712693649
2022-10-07,0.0217138626789012
2022-10-08,0.0355020595279316
2022-10-09,0.0163420174957679
2022-10-10,0.0177280108623166
2022-10-11,0.012374701029804
2022-10-12,0.0124702332288139
2022-10-13,0.0171481048655996
2022-10-14,0.0118906278053503
2022-10-15,0.0116486162408946
2022-10-16,0.0120211767883707
2022-10-17,0.013072682219529
2022-10-18,0.0079419969766338
2022-10-19,0.0073429544827895
2022-10-20,0.0058218534388786
2022-10-21,0.0096726476736431
2022-10-22,0.0092590588770903
2022-10-23,3.75716566635888e-06
2022-10-24,8.11547783933518e-06
2022-10-25,8.947063840155945e-05
2022-10-26,1.4126942905509388e-05
2022-10-27,1.1972834590130297e-05
2022-10-28,1.2022930132348415e-05
2022-10-29,4.9143726915974144e-05
2022-10-30,6.903165717656715e-05
2022-10-31,0.0001949718503129
2022-11-01,8.040334526008003e-05
2022-11-02,0.0014523699599876
2022-11-03,0.0025087847542833
2022-11-04,0.0057524711129065
2022-11-05,0.006259237617985
2022-11-06,0.0076013973850928
2022-11-07,0.0019274760823843
2023-02-05,1.5128853749871756e-05
2023-02-06,2.5849299784549093e-05
2023-02-07,2.0539172309428544e-06
2023-02-08,1.0419872781368626e-05
2023-02-09,6.762898199445983e-06
2023-02-10,0.0001076052246845
2023-02-11,9.66843964809685e-06
2023-02-12,1.0970923745767927e-05
2023-02-13,1.001910844362368e-07
2023-02-14,1.152197471016723e-05
2023-02-15,1.4277229532163742e-05
2023-02-16,1.6030573509797887e-05
2023-02-17,3.156019159741459e-06
2023-02-18,7.514331332717759e-06
2023-02-23,3.75716566635888e-06
2023-02-24,4.007643377449472e-06
2023-02-25,2.003821688724736e-06
2023-02-26,9.267675310351904e-06
2023-02-27,4.273149751205499e-05
2023-02-28,3.156019159741459e-06
2023-03-01,6.327066982148354e-05
2023-03-02,6.512420488355391e-07
2023-03-03,4.658885426285011e-06
2023-03-04,5.360223017338668e-06
2023-03-09,1.437742061659998e-05
2023-03-10,8.866910972606956e-06
2023-03-12,1.953726146506617e-05
2023-03-15,4.909363137375603e-06
2023-03-16,7.414140248281523e-06
2023-03-19,0.0
2023-03-20,1.5028662665435518e-07
2023-03-21,5.610700728429261e-06
2023-03-22,1.1121210372422284e-05
2023-03-25,7.965191212680825e-06
2023-03-27,0.0003471621075715
2023-03-28,0.0003645953562634
2023-03-30,4.408407715194419e-06
2023-03-31,4.834219824048426e-06
2023-04-01,1.5529618087616704e-06
2023-04-02,0.00015509579870728242
2023-04-03,0.00010512549534468832
2023-04-04,4.208025546321946e-06
2023-04-05,0.00043232452934235347
2023-04-06,0.0003836567100774552
2023-04-07,4.308216630758182e-05
2023-04-08,1.9938025802811125e-05
2023-04-09,0.00030240174059965993
2023-04-10,0.0003689035728942127
2023-04-11,0.0002894854399644296
2023-04-12,0.00016409629779245085
2023-04-13,0.00022033689318935563
2023-04-14,0.00016376232751101705
2023-04-15,4.304876927943641e-05
2023-04-16,2.6199968580075924e-05
2023-04-17,2.4129352835060362e-05
2023-04-18,4.388369498307171e-05
2023-04-19,4.742377996648542e-06
2023-04-20,2.0672760422010195e-05
2023-04-21,0.0004590254533445723
2023-04-22,2.3511507814370235e-05
2023-04-23,0.0002140582518979898
2023-04-24,0.0007673969127252222
2023-04-25,0.0006892478668650096
2023-04-26,0.00013909862222562797
2023-04-27,0.0004248936905799874
2023-04-28,0.0006908676227300575
2023-04-29,3.857356750795117e-06
2023-04-30,0.00012218302746994181
2023-05-01,0.00032891063169007527
2023-05-02,0.0004246265143548256
2023-05-03,0.00017548468439004608
2023-05-04,0.0002689462676549707
2023-05-05,0.0002825388581101
2023-05-06,0.0006410425964398796
2023-05-07,0.00022485384124598282
2023-05-08,0.0003068727677425967
2023-05-09,0.0003988293974267266
2023-05-10,0.0004846242754180267
2023-05-11,0.0007832326702375111
2023-05-12,0.0005790098431283453
2023-05-13,0.001397214768005489
2023-05-14,0.0012438110853908889
2023-05-15,0.0015668828033269112
2023-05-16,0.0013591755529478665
2023-05-17,0.001808749647327346
2023-05-18,0.0012857577527415444
2023-05-19,0.0016946487006685444
2023-05-20,0.002678491752804222
2023-05-21,0.002751007833250633
2023-05-22,0.0030819946468570955
2023-05-23,0.006556621455105778
2023-05-24,0.005984669517258811
2023-05-25,0.005007984561488956
2023-05-26,0.0035519965901188444
2023-05-27,0.0037641957407834516
2023-05-28,0.007826075891941066
2023-05-29,0.005656655039157322
2023-05-30,0.008420381573960021
2023-05-31,0.005846088548969449
2023-06-01,0.0024306691054512258
2023-06-02,0.006521131546529944
2023-06-03,0.011937194394927745
2023-06-04,0.008783318211158943
2023-06-05,0.008746748465339712
2023-06-06,0.01000161396704679
2023-06-07,0.01657016372737191
2023-06-08,0.013642207306664121
2023-06-09,0.021198429645018946
2023-06-10,0.04217266504009777
2023-06-11,0.0812179488720888
2023-06-12,0.13260475935259278
2023-06-13,0.1315248497489968
2023-06-14,0.15772106116340637
2023-06-15,0.15189615189645245
2023-06-16,0.1994340272434253
2023-06-17,0.260549035787721
2023-06-18,0.31801173420169165
2023-06-19,0.3370890239642825
2023-06-20,0.32271651827699116
2023-06-21,0.3027449340270653
2023-06-22,0.28387197284883947
2023-06-23,0.2610237355796085
2023-06-24,0.2300492833264936
2023-06-25,0.21593623915086405
2023-06-26,0.18850687030304195
2023-06-27,0.1614413843415495
2023-06-28,0.14923595058272912
2023-06-29,0.10437559290857296
2023-06-30,0.0777485320002308
2023-07-01,0.06279428347967463
2023-07-02,0.037567298351415764
2023-07-03,0.03899338693756727
2023-07-04,0.038573244670012406
2023-07-05,0.032779478131804034
2023-07-06,0.02848399690111198
2023-07-07,0.02794175718597171
2023-07-08,0.0275320535770265
2023-07-09,0.02917778676380478
2023-07-10,0.029079170905862737
2023-07-11,0.024002343937023298
2023-07-12,0.020356167727534364
2023-07-13,0.021568051254018276
2023-07-14,0.016781750599187167
2023-07-15,0.024251658318300166
2023-07-16,0.019249852207018067
2023-07-17,0.021049812869771842
2023-07-18,0.018234543588198024
2023-07-19,0.02026583433257239
2023-07-20,0.022885435992413578
2023-07-21,0.02170397715857011
2023-07-22,0.018191099620752202
2023-07-23,0.019905246619686356
2023-07-24,0.02355707805927461
2023-07-25,0.0273406886057533
2023-07-26,0.0276482919334866
2023-07-27,0.03830250052900888
2023-07-28,0.03895615829621361
2023-07-29,0.048910059042383366
2023-07-30,0.0463549804409191
2023-07-31,0.043297510345063385
2023-08-01,0.05595061456765896
2023-08-02,0.06307885955650167
2023-08-03,0.0592520429964027
2023-08-04,0.0776587357408048
2023-08-05,0.11194665465976707
2023-08-06,0.11116518298699277
2023-08-07,0.09664427621359453
2023-08-08,0.11680988606470255
2023-08-09,0.13999023938455418
2023-08-10,0.15529435238887604
2023-08-11,0.13558610857627662
2023-08-12,0.17434550460352266
2023-08-13,0.1364971487907451
2023-08-14,0.16578919314917404
2023-08-15,0.15298291902316094
2023-08-16,0.20832036574440485
